Tweet,id,time,Date,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements
sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero #semper,9.52E+15,2020-08-20 20:17 +0000,8/20/2020,276,14,0.050724638,0,1,8,0,0,0,3,0,0,0,0,0,0,40,2
consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue #vitae,6.38E+15,2020-08-20 19:49 +0000,8/20/2020,270,1,0.003703704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis #luctus,4.53E+14,2020-08-20 13:54 +0000,8/20/2020,1496,17,0.011363636,0,1,9,0,0,0,7,0,0,0,0,0,0,0,0
justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed #lacus,4.93E+15,2020-08-20 13:27 +0000,8/20/2020,202,1,0.004950495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue #primis,9.78E+15,2020-08-19 17:32 +0000,8/19/2020,9743,317,0.03253618,0,26,137,44,3,0,74,0,0,0,0,0,0,1552,33
aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit #integer,8.40E+15,2020-08-19 17:22 +0000,8/19/2020,141,3,0.021276596,0,0,2,1,0,0,0,0,0,0,0,0,0,61,0
condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et #iaculis,6.88E+15,2020-08-19 14:49 +0000,8/19/2020,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo #velit,8.71E+15,2020-08-19 14:48 +0000,8/19/2020,224,2,0.008928571,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus #consequat,3.09E+15,2020-08-19 14:41 +0000,8/19/2020,753,1,0.001328021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis #donec,5.00E+15,2020-08-19 14:14 +0000,8/19/2020,470,39,0.082978723,0,1,2,3,0,0,11,0,0,0,0,0,0,22,22
vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis #consectetuer,3.90E+15,2020-08-18 19:51 +0000,8/18/2020,54,1,0.018518519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam #metus,7.32E+15,2020-08-18 19:33 +0000,8/18/2020,1857,67,0.036079698,0,1,9,0,1,0,12,0,0,0,0,0,0,589,44
praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse #orci,4.34E+14,2020-08-18 19:31 +0000,8/18/2020,201,3,0.014925373,0,1,1,0,0,0,0,0,0,0,0,0,0,35,1
laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend #luctus,2.83E+15,2020-08-18 19:30 +0000,8/18/2020,396,19,0.047979798,0,0,1,0,0,0,2,0,0,0,0,0,0,16,16
ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel #turpis,7.83E+15,2020-08-18 14:17 +0000,8/18/2020,196,4,0.020408163,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et #cras,3.61E+15,2020-08-18 14:16 +0000,8/18/2020,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum #ante,5.46E+15,2020-08-18 00:18 +0000,8/18/2020,100,9,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst #eget,5.12E+15,2020-08-17 20:07 +0000,8/17/2020,186,3,0.016129032,0,0,1,0,0,0,0,0,0,0,0,0,0,18,2
nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus #varius,1.64E+15,2020-08-17 19:06 +0000,8/17/2020,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec #sit,2.35E+15,2020-08-17 18:19 +0000,8/17/2020,479,9,0.018789144,0,0,1,0,0,0,4,0,0,0,0,0,0,4,4
bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa #purus,3.88E+15,2020-08-17 16:49 +0000,8/17/2020,50,1,0.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat #nunc,8.88E+15,2020-08-17 15:10 +0000,8/17/2020,1713,98,0.057209574,1,1,8,1,6,0,10,0,0,0,0,0,0,71,71
sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst #sodales,4.65E+15,2020-08-17 14:23 +0000,8/17/2020,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio #justo,1.36E+15,2020-08-17 14:21 +0000,8/17/2020,918,14,0.015250545,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0
donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla #sit,3.90E+15,2020-08-17 13:53 +0000,8/17/2020,692,13,0.018786127,0,1,4,1,5,0,2,0,0,0,0,0,0,0,0
amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus #ac,3.37E+15,2020-08-17 13:42 +0000,8/17/2020,880,10,0.011363636,2,0,2,0,1,0,3,0,0,0,0,0,0,2,2
quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean #ipsum,1.10E+15,2020-08-16 17:39 +0000,8/16/2020,879,4,0.004550626,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis #vestibulum,4.10E+15,2020-08-16 12:07 +0000,8/16/2020,552,18,0.032608696,1,1,3,0,0,0,2,0,0,0,0,0,0,11,11
ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus #curae,9.25E+15,2020-08-15 16:35 +0000,8/15/2020,923,11,0.01191766,0,0,7,2,0,0,1,0,0,0,0,0,0,124,1
lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo #in,7.43E+15,2020-08-14 12:06 +0000,8/14/2020,353,46,0.130311615,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46
in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus #sed,8.89E+15,2020-08-13 19:10 +0000,8/13/2020,185,11,0.059459459,0,2,4,0,0,0,2,0,0,0,0,0,0,46,3
vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec #dui,4.51E+14,2020-08-13 19:07 +0000,8/13/2020,133,6,0.045112782,0,1,2,0,0,0,0,0,0,0,0,0,0,36,3
vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis #pulvinar,8.02E+15,2020-08-13 19:06 +0000,8/13/2020,97,8,0.082474227,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0
tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel #posuere,4.90E+15,2020-08-13 16:57 +0000,8/13/2020,207,8,0.038647343,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0
blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget #in,2.53E+15,2020-08-13 16:53 +0000,8/13/2020,99,3,0.03030303,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam #consequat,5.92E+15,2020-08-13 16:37 +0000,8/13/2020,240,3,0.0125,0,1,0,1,0,0,0,0,0,0,0,0,0,57,1
lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut #quam,8.05E+15,2020-08-13 16:26 +0000,8/13/2020,204,5,0.024509804,0,0,5,0,0,0,0,0,0,0,0,0,0,37,0
sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac #etiam,2.33E+15,2020-08-13 16:21 +0000,8/13/2020,124,6,0.048387097,0,0,4,0,0,0,0,0,0,0,0,0,0,25,2
cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis #at,9.21E+14,2020-08-13 16:10 +0000,8/13/2020,201,21,0.104477612,0,3,8,1,0,0,7,0,0,0,0,0,0,59,2
rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna #eleifend,9.13E+15,2020-08-13 14:53 +0000,8/13/2020,184,2,0.010869565,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante #sed,8.71E+15,2020-08-13 14:47 +0000,8/13/2020,32,2,0.0625,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0
quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede #metus,7.11E+15,2020-08-13 14:46 +0000,8/13/2020,173,2,0.011560694,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget #porta,1.64E+15,2020-08-13 14:35 +0000,8/13/2020,3988,173,0.04338014,0,10,15,12,1,0,102,0,0,0,0,0,0,743,33
placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan #morbi,7.15E+15,2020-08-13 14:00 +0000,8/13/2020,493,25,0.050709939,0,1,5,1,0,0,1,0,0,0,0,0,0,17,17
erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis #suscipit,9.93E+15,2020-08-13 12:54 +0000,8/13/2020,58,2,0.034482759,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1
suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien #nunc,5.83E+15,2020-08-13 12:33 +0000,8/13/2020,791,12,0.01517067,0,1,2,1,0,0,8,0,0,0,0,0,0,0,0
orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar #orci,9.08E+14,2020-08-13 04:10 +0000,8/13/2020,271,4,0.014760148,0,2,1,0,0,0,0,0,0,0,0,0,0,16,1
mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti #ultrices,5.14E+15,2020-08-13 04:02 +0000,8/13/2020,196,7,0.035714286,0,1,3,0,0,0,1,0,0,0,0,0,0,9,2
feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea #eu,1.69E+15,2020-08-13 03:58 +0000,8/13/2020,117,3,0.025641026,0,1,2,0,0,0,0,0,0,0,0,0,0,18,0
eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla #aliquet,9.73E+15,2020-08-13 03:47 +0000,8/13/2020,86,3,0.034883721,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et #non,5.81E+14,2020-08-13 02:31 +0000,8/13/2020,99,3,0.03030303,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus #non,3.45E+15,2020-08-12 22:41 +0000,8/12/2020,644,2,0.00310559,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus #quam,1.83E+15,2020-08-12 19:18 +0000,8/12/2020,221,3,0.013574661,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend #pede,8.05E+15,2020-08-12 19:18 +0000,8/12/2020,253,1,0.003952569,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida #tortor,7.96E+15,2020-08-12 13:44 +0000,8/12/2020,349,4,0.011461318,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis #nisl,4.17E+15,2020-08-12 13:38 +0000,8/12/2020,1565,50,0.031948882,0,3,6,2,0,0,17,0,0,0,0,0,0,250,22
velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros #erat,2.91E+15,2020-08-11 21:17 +0000,8/11/2020,390,10,0.025641026,0,0,3,0,0,0,5,0,0,0,0,0,0,37,2
eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede #risus,8.79E+15,2020-08-11 12:27 +0000,8/11/2020,1669,71,0.042540443,5,0,13,2,23,1,27,0,0,0,0,0,0,0,0
sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices #nunc,2.85E+15,2020-08-11 12:22 +0000,8/11/2020,574,12,0.020905923,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0
at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut #id,4.96E+15,2020-08-11 00:35 +0000,8/11/2020,173,2,0.011560694,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut #at,7.10E+15,2020-08-11 00:28 +0000,8/11/2020,74,3,0.040540541,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa #orci,1.59E+15,2020-08-11 00:21 +0000,8/11/2020,142,4,0.028169014,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet #luctus,4.79E+15,2020-08-10 21:56 +0000,8/10/2020,155,1,0.006451613,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at #lacinia,7.25E+14,2020-08-10 19:22 +0000,8/10/2020,452,5,0.011061947,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0
fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus #in,7.76E+15,2020-08-10 17:42 +0000,8/10/2020,689,1,0.001451379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin #aliquet,2.77E+15,2020-08-10 16:03 +0000,8/10/2020,52,1,0.019230769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum #placerat,4.20E+15,2020-08-10 15:29 +0000,8/10/2020,180,2,0.011111111,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut #aenean,4.79E+15,2020-08-10 14:40 +0000,8/10/2020,1160,91,0.078448276,0,0,8,3,3,1,11,0,0,0,0,0,0,65,65
primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi #rhoncus,8.90E+15,2020-08-10 13:39 +0000,8/10/2020,898,64,0.071269488,0,4,9,0,0,0,11,0,0,0,0,0,0,40,40
amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui #purus,3.59E+15,2020-08-10 13:39 +0000,8/10/2020,3957,104,0.026282537,1,3,10,5,42,0,43,0,0,0,0,0,0,0,0
cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit #eu,1.37E+15,2020-08-10 13:16 +0000,8/10/2020,1090,38,0.034862385,4,0,7,0,5,2,11,0,0,0,0,0,0,9,9
malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien #dui,6.23E+15,2020-08-10 12:55 +0000,8/10/2020,3746,399,0.106513615,1,8,45,9,0,2,53,0,0,0,0,0,0,281,281
diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi #convallis,1.18E+15,2020-08-09 18:37 +0000,8/9/2020,509,95,0.186640472,0,1,6,2,2,0,12,0,0,0,0,0,0,72,72
vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non #nulla,3.61E+15,2020-08-08 13:43 +0000,8/8/2020,44,4,0.090909091,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis #porta,8.20E+15,2020-08-07 17:34 +0000,8/7/2020,36,3,0.083333333,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam #porttitor,4.81E+15,2020-08-07 16:14 +0000,8/7/2020,16,1,0.0625,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales #platea,6.86E+13,2020-08-07 12:59 +0000,8/7/2020,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit #velit,6.43E+15,2020-08-07 12:47 +0000,8/7/2020,2166,122,0.056325023,0,5,6,3,19,0,13,0,0,0,0,0,0,76,76
quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque #vel,7.12E+14,2020-08-07 01:09 +0000,8/7/2020,162,3,0.018518519,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo #in,9.72E+15,2020-08-06 20:01 +0000,8/6/2020,521,26,0.049904031,1,0,5,0,1,0,2,0,0,0,0,0,0,224,17
nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat #ac,7.45E+15,2020-08-06 19:59 +0000,8/6/2020,208,9,0.043269231,0,1,3,2,0,0,2,0,0,0,0,0,0,51,1
et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit #accumsan,2.76E+15,2020-08-06 18:20 +0000,8/6/2020,408,8,0.019607843,0,1,3,0,0,0,1,0,0,0,0,0,0,133,3
tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla #ligula,1.64E+15,2020-08-06 15:52 +0000,8/6/2020,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer #eget,9.44E+15,2020-08-06 15:47 +0000,8/6/2020,406,5,0.012315271,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0
felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in #pulvinar,5.95E+15,2020-08-06 15:46 +0000,8/6/2020,826,8,0.00968523,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0
varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend #eget,1.70E+15,2020-08-06 15:37 +0000,8/6/2020,71,1,0.014084507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices #ultrices,6.85E+15,2020-08-06 15:35 +0000,8/6/2020,67,2,0.029850746,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in #cursus,9.67E+15,2020-08-06 15:33 +0000,8/6/2020,101,5,0.04950495,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0
ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus #pharetra,7.24E+15,2020-08-06 15:30 +0000,8/6/2020,37,5,0.135135135,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0
non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque #dictumst,7.87E+15,2020-08-06 15:26 +0000,8/6/2020,83,2,0.024096386,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla #integer,9.48E+14,2020-08-06 15:12 +0000,8/6/2020,73,1,0.01369863,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat #sapien,1.26E+15,2020-08-06 14:57 +0000,8/6/2020,270,10,0.037037037,0,2,2,0,0,0,6,0,0,0,0,0,0,74,0
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac #libero,5.81E+15,2020-08-06 14:54 +0000,8/6/2020,93,4,0.043010753,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede #vestibulum,1.75E+15,2020-08-06 14:09 +0000,8/6/2020,986,19,0.019269777,0,2,9,0,1,0,3,0,0,0,0,0,0,139,4
rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et #mus,8.27E+15,2020-08-05 18:47 +0000,8/5/2020,284,3,0.01056338,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc #penatibus,3.63E+15,2020-08-05 18:02 +0000,8/5/2020,198,8,0.04040404,0,0,2,1,0,0,0,0,0,0,0,0,0,5,5
vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras #at,9.08E+15,2020-08-05 15:08 +0000,8/5/2020,899,11,0.012235818,0,1,5,5,0,0,0,0,0,0,0,0,0,113,0
dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus #id,8.61E+15,2020-08-05 14:21 +0000,8/5/2020,313,1,0.003194888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
